기관ID,주소,병원분류,병원분류명,응급의료기관코드,응급의료기관코드명,응급실운영여부(1/2),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,lng,lat,작업시간
A1100184,서울특별시 중랑구 양원역로 38 (망우동),B,병원,G099,응급의료기관 이외,2,접수 시간 08:30~16:30,노인전문병원. 치매전문. 재활치료,양원역 2번 출구,서울특별시북부병원,02-2036-0200,02-870-2119,1700,1700,1700,1700,1700,1200,1400,2200,900,900,900,900,900,900,1000,1000,20,62,127.1076807,37.60439473,15:26.0
A1100223,서울특별시 양천구 신정이펜1로 20 (신정동),A,종합병원,G007,지역응급의료기관,1,접수 시간 08:30~16:30,노인전문병원. 치매전문. 재활치료,신정이펜하우스 아파트 인근,서울특별시서남병원,1566-6688,02-6300-9129,1730,1730,1730,1730,1730,1200,1400,2200,900,900,900,900,900,900,1000,1000,80,49,126.8331299,37.51201936,15:26.0
A1100194,서울특별시 은평구 갈현로7길 49 (역촌동),B,병원,G099,응급의료기관 이외,2,접수 시간 08:30~16:30,응급결핵환자는 휴일없이 24시간 접수가능함,신정이펜하우스 아파트 인근,서울특별시서북병원,02-3156-3000,02-6300-9129,1800,1800,1800,1800,1800,1200,1400,2200,900,900,900,900,900,900,1000,1000,34,33,126.9056642,37.60435678,15:26.0
A1100035,서울특별시 중랑구 신내로 156 (신내동),A,종합병원,G001,권역응급의료센터,1,접수 시간 08:30~16:30,응급결핵환자는 휴일없이 24시간 접수가능함,봉화산역 3번 출구/신내역 1번 출구,서울특별시서울의료원,02-2276-7000,02-2276-7000,1730,1730,1730,1730,1730,1200,1400,2200,900,900,900,900,900,900,1000,1000,20,53,127.0980911,37.61286932,15:26.0
A1100160,서울특별시 서초구 헌릉로 260 (내곡동),B,병원,G099,응급의료기관 이외,2,공공 의료 기관 비상 진료 계획에 따른 진료 시간 연장 운영(평일) 18:00~20:00 오전 외래 접수 마감 11:30,응급결핵환자는 휴일없이 24시간 접수가능함,"양재역에서 버스(407,408번) 타고 이동. 5.5km 미터 거리",서울특별시어린이병원,02-570-8000,02-2276-7000,1800,1800,1800,1800,1800,1200,1400,2200,900,900,900,900,900,900,1000,1000,68,1,127.0688514,37.45571728,15:26.0
A1120560,"서울특별시 광진구 동일로 92-1, B1~2, 2~7층 (자양동)",B,병원,G099,응급의료기관 이외,2,가정의학과 매주 목요일 오후 휴진 정규시간 이후 정형외과 응급진료 및 수술,장애복지카드 소지자에 한에 진료/ 일반인진료X/ 할인혜택 서울시거주자만/,신도림동아1차아파트 근처,서울프라임병원,02-464-2700,02-2276-7000,2400,2400,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,0,50,71,127.0635902,37.54082666,15:26.0
A1124208,서울특별시 강서구 강서로 357 (내발산동),B,병원,G099,응급의료기관 이외,2,일요일 정형외과 정상 진료,평일 13시~ 14:20 점심/ 토요일 13~14시 점심시간/,압구정역 3번 출구/,서울필병원,02-1600-8205,02-2276-7000,1730,1730,1730,1730,1730,1300,1730,1730,900,900,900,900,900,900,900,900,76,32,126.8373878,37.55766689,15:26.0
A1100172,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",A,종합병원,G009,응급실운영신고기관,1,"일요일, 공휴일 휴무 응급실은 365일 24시간 정상 운영   점심시간 13:00~14:00 08/15 광복절 일반진료 휴무","24시간 응급진료 및 응급수술하며. 특히 상하지절단 접헙수술, 힘줄, 혈관,신경절단접합 수술, 골절 및 탈구수술 및 정복, 어깨 및 슬관절,.고관절.기타관절의 인공관절수술, 척추체골절 및 디스크파열 수술, 맹장.탈장.담석등 복강경수술,  기타 MRI.CT.초음파.위대장내시경등 검사.",4호선 수유역 1번 출구(강북구청 사거리),서울현대병원,02-1588-6853,02-902-9119,1800,1800,1800,1800,1800,1300,2100,1800,900,900,900,900,900,900,900,900,10,56,127.0285044,37.64025592,15:26.0
A1100231,서울특별시 서대문구 세무서길 20 (홍제동),B,병원,G099,응급의료기관 이외,2,"토요일은 격주진료, 방문전 예약 필수","토요일 1,3주만 진료/13:30~14:30 점심시간",홍제역 2번출구 좌회전 하면 바로 보임,서울호흡안심병원,02-394-9101,02-902-9119,1800,1800,1800,1800,1800,1300,2100,1800,900,900,900,900,900,900,900,900,36,26,126.9457838,37.58892588,15:26.0
A1119334,"서울특별시 송파구 백제고분로 436 (송파동, 서재곤링커병원)",B,병원,G099,응급의료기관 이외,2,12:30~14:00 휴게시간,내 가족처럼 성심껏 진료하는 서울홍치과입니다.,봉화산역 3번 출구,서재곤링커병원,1522-7113,02-902-9119,1800,1800,1800,1800,1800,1300,1400,1400,900,900,900,900,900,900,900,900,56,62,127.1120916,37.50948014,15:26.0
A1100031,"서울특별시 용산구 청파로 383 (서계동, 소화아동병원)",B,병원,G099,응급의료기관 이외,2,"달빛어린이병원 운영형태-요일제(토요일,일요일,공휴일 08~18시) 설날 및 추석 당일 휴진","소이안 한의원은 맑고 깨끗한 치유를 의미합니다.  풍부한 경험에서 오는 노하우와 정직한 진료로 정성을 다하겠습니다.  가족같은 편안함으로 여러분의 주치의가 되겠습니다.  교통사고 후유증, 척추 관절 통증, 추나요법, 약침치료, 턱관절 교정 , 피부, 다이어트, 성장, 면역, 한약 치료",금호역 4번출구 이편한세상 상가동,소화병원(의료법인소화병원),02-705-9000,02-737-0181,1730,1730,1730,1730,1730,1800,1800,1800,830,830,830,830,830,830,900,900,43,0,126.9686743,37.55377014,55:54.0
A1100109,"서울특별시 송파구 올림픽로 76, J타워 3~7층 (잠실동)",B,병원,G099,응급의료기관 이외,2,"수요일, 토요일 담당 원장 진료 확인 후 내원","재활치료, 물리치료 등 운동재활치료 전문",잠실운동장 사거리 인근,선수촌병원,02-1661-3379,02-902-9119,1830,1830,1830,1830,1830,1400,1600,1600,900,900,900,900,900,900,900,900,55,56,127.0791814,37.51156036,15:27.0
A1100066,"서울특별시 강남구 논현로 507 (역삼동, 성지하이츠3차빌딩 2층,3층일부)",B,병원,G099,응급의료기관 이외,2,"내과진료는 평일 09시~18시, 토요일 8시30분~12시까지/ 평일점심시간 13시~14시","정형외과, 외과, 내과, 건강검진, 영상의학과, 가정의학과",역삼역 6번출구(역삼동 642-6 성지하이츠 3차 2층/역삼동 642-9 송촌빌딩3층),선한목자병원,02-557-1004,02-902-9119,1830,1830,1830,1830,1830,1300,1200,1200,900,900,900,900,900,900,1000,1000,61,32,127.0361572,37.50157849,15:27.0
A1120080,서울특별시 성북구 동소문로46길 10 (하월곡동),B,병원,G099,응급의료기관 이외,2,"일반진료 외 클리닉 진료 스케줄 방문 확인은 사전에 홈페이지 및 문의 후 방문 바랍니다. (설 , 추석 당일 외래진료는 휴무입니다.)  점심시간 13:00~14:00, 저녁시간 18:00~19:00 환자 많을 시 조기마감",*** 저희 병원은 100% 사전예약진료로 전화예약 후 진료가능합니다 ***,미아현대백화점 건너편 위치,성북우리아이들병원,02-912-0100,02-902-9119,2400,2400,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,0,900,27,33,127.0293592,37.60686332,15:27.0
A1100028,서울특별시 강동구 성안로 150 (길동),A,종합병원,G006,지역응급의료센터,1,"접수마감은 끝나기 40분 전, 12:30~13:30 점심시간",치과의원,강동역 2번 출구,성심의료재단강동성심병원,02-2224-2114,02-2224-2358,1730,1730,1730,1730,1730,1230,1200,1400,830,830,830,830,830,830,900,900,53,55,127.1352635,37.53598408,15:27.0
A1100054,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",A,종합병원,G006,지역응급의료센터,1,점심시간:12시~13시30분,"뇌신경센터, 소화기내시경센터, 관절센터 등을 운영하고 있으며 응급심혈관시술 가능, 응급의료센터는 24시간 전문의 직접 진료 가능.",대방역 3번 출구,성애의료재단성애병원,02-840-7114,02-840-7115,1730,1730,1730,1730,1730,1300,1200,1800,900,900,900,900,900,900,900,930,73,54,126.9223673,37.51205045,15:27.0
A1100032,서울특별시 종로구 통일로 256 (무악동),A,종합병원,G007,지역응급의료기관,1,평일 13:00-14:00 휴게시간,"365일 내과, 소아과 진료합니다. 평일은 9시부터 23시까지 주말 공휴일은 9시부터 21시까지 진료합니다.",독립문역 1번 출구,세란병원,02-737-0181,02-737-0181,1800,1800,1800,1800,1800,1230,1400,1400,900,900,900,900,900,900,1000,1000,30,30,126.9577072,37.57534017,15:27.0
A1117444,서울특별시 서초구 서초중앙로 47 (서초동),B,병원,G099,응급의료기관 이외,2,"2,4,5째주 토요일만 운영/점심시간 13:00~14:00/화,목 야간진료: 예약제","서울지하철 3호선 남부터미널역에 50미터내 위치하며 14층 단일건물을 병원으로 사용하는 척추, 관절, 어깨, 통증, 치료병원입니다. 비수술치료 전문병원이며 수술 또한 최첨단 장비와 무균수술실을 겸비하고 임상경험이 풍부하신 의료진이 전문적으로 하고 있는 병원입니다.",남부터미널역 6번 출구,세바른병원,1588-3094,02-737-0181,1800,1800,1800,1800,1800,1800,1400,1300,900,900,900,900,900,900,1000,1000,66,54,127.0153417,37.48595236,15:27.0
A1121751,"서울특별시 마포구 백범로 26, 세솟는병원 (신수동)",B,병원,G099,응급의료기관 이외,2,공휴일 탄력적 운영,세선토피한의원에서 세선부부한의원으로 명칭변경되었습니다.,압구정로데오역 5번출구,세솟는정형외과병원,1577-3631,02-737-0181,1800,1800,1800,1800,1800,1300,1400,1300,900,900,900,900,900,900,1000,1000,41,9,126.9370946,37.55239135,15:27.0
A1100070,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",B,병원,G099,응급의료기관 이외,2,접수마감은 17:30까지,수액처치/소아진료(4개월이상)/검사(혈액검사),신방화사거리 인근,솔병원,02-2064-7575,02-737-0181,1800,1800,1800,1800,1800,1300,1600,1600,900,900,900,900,900,900,900,900,75,92,126.817374,37.57235934,15:28.0
A1116858,"서울특별시 송파구 송이로 111, B3-6층 (가락동, 청석빌딩)",B,병원,G099,응급의료기관 이외,2,매월 마지막 주 일요일 휴무 휴게시간 13:00~14:00 진료종료 30분 전 접수마감,"재활요양치료를 선도하는 중추적 병원으로서 책임있는 아급성기의 재활치료를 담당하고 있습니다. 가장 적합한 뇌졸중, 척수손상, 정형외과수술후 전문통합 재활치료를 제공합니다.",경찰병원역 1번출구 경찰병원 옆,송파드림재활병원,02-430-1122,02-737-0181,1800,1800,1800,1800,1730,1300,1700,1700,900,900,900,900,900,900,900,900,57,16,127.1221413,37.49674871,15:28.0
A1100004,서울특별시 용산구 대사관로 59 (한남동),A,종합병원,G006,지역응급의료센터,1,점심시간: 13-14시,비만/비염/통증(어깨 허리 무릎),효창공원앞역 2번출구 금양초 맞은편,순천향대학교 부속 서울병원,02-709-9114,02-709-9117,1700,1700,1700,1700,1700,1200,1400,1400,900,900,900,900,900,900,930,900,44,1,127.004418,37.53384172,15:28.0
A1116915,서울특별시 구로구 중앙로 100 (고척동),B,병원,G099,응급의료기관 이외,2,소아(3세이상)/ 봉합/ 교정/ 턱관절/,"미용성형, 피부관리 위주",시흥사거리,연세사랑모아여성병원,02-2636-1122,02-2019-3333,2000,2000,2000,2000,2000,1400,1300,1400,900,900,900,900,900,900,930,1000,82,18,126.8605014,37.50649346,53:27.0
A1123037,"서울특별시 영등포구 경인로 841, 서울영등포동4가우체국 2,6,7,9~11층 (영등포동4가)",B,병원,G099,응급의료기관 이외,2,08/15 광복절 휴무,"척추,관절,내과 / 수술가능병원 / 365일 골절환자 전원 가능",사당역 8번출구 앞,신세계서울병원,1544-1180,02-709-9117,1800,1800,1800,1800,1800,1300,1400,1400,900,900,900,900,900,900,900,900,73,5,126.9060431,37.51653019,15:29.0
A1100078,서울특별시 강북구 덕릉로 73 (수유동),B,병원,G099,응급의료기관 이외,2,"* 외래진료시간(월~금: 09:00~18:00, 토: 09:00~14:00)이후, 일요일에는 응급(야간) 진료실 운영","신일병원은 중앙보훈병원의 서울시 강북구 위탁진료병원으로 지정되었으며, 서울대학교 병원, 고려대학교 안암병원, 연세대학교 신촌세브란스병원, 인제의대 상계백병원, 원자력 병원의 협력병원으로 내과, 외과, 정형외과, 마취통증의학과를 운영하고 있습니다.","4호선 수유역 4,5번 출구에서 500m 시내버스 151번 신일병원앞",신일병원,02-903-5121,02-709-9117,1800,1800,1800,1800,1800,2400,2400,1800,900,900,900,900,900,0,0,1000,10,81,127.0218259,37.63477458,15:29.0
A1100063,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",B,병원,G009,응급실운영신고기관,1,응급실은 24시간 운영,"신촌 로터리 위치 절단,혈관,신경 등 미세수지 접합 수술 잘함. 24시간 365일 응급실 운영","신촌역 7, 8번 출구",신촌연세병원,02-337-7582,02-337-7582,1700,1700,1700,1700,1700,1230,1500,1700,830,830,830,830,830,830,900,930,40,94,126.9337347,37.55258927,15:29.0
A1100257,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",B,병원,G099,응급의료기관 이외,2,08/15 광복절 휴무,~절 제외한 공휴일 진료가능/,영등포시장역 2번 출구,실로암안과병원,02-2650-0700,02-337-7582,1730,1730,1730,1730,1730,1250,1730,1830,900,900,900,900,900,900,930,930,76,68,126.8622398,37.54601698,15:29.0
A1117196,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 2~6층 (신림동)",B,병원,G099,응급의료기관 이외,2,내과/건강검진 평일 08:00~17:00 토요일 08:00~12:00,"한방 척추치료-추나, 약침, 침치료와 한약치료합니다",난곡사거리 인근,심정병원,1588-3330,02-337-7582,1800,1800,1800,1800,1800,1220,1500,1500,900,900,830,900,830,900,1000,1000,87,61,126.9155493,37.482259,15:29.0
A1100045,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",A,종합병원,G009,응급실운영신고기관,1,점심시간 13:00~14:00 진료종료 30분 전 접수 마감,"CM병원은 68년의 전통을 가진 종합병원으로서 정형외과1~11, 내과1~3, 산부인과,  일반외과, 신경과, 마취통증의학과, 진단검사의학과, 영상진단의학과, 건강관리과를 갖추고 있습니다.",영등포소방서 뒷편 영등포 타임스퀘어 맞은편,씨엠병원,02-2678-0001,070-4698-7811,1730,1730,1730,1730,1730,1230,1400,1200,900,900,900,900,900,900,1000,930,73,1,126.9036798,37.51884833,15:29.0
A1100165,"서울특별시 구로구 새말로 94, 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",B,병원,G099,응급의료기관 이외,2,"산부인과 응급진료 및 응급분만 24시간 운영   유방외과, 소아청소년과 평일 09:00~18:00 토요일 09:00~13:00",산부인과,대림역 1번출구에서 이화우성아파트 방향,아름제일병원,02-855-9911,070-4698-7811,2000,2000,2000,2000,2000,1600,1700,1500,900,900,900,900,900,800,1030,900,82,89,126.8904984,37.50547022,15:29.0
A1100237,"서울특별시 강남구 도산대로 142, 아이디병원 B1층,1,2,3층 (논현동)",B,병원,G099,응급의료기관 이외,2,진료 예약 후 방문 요망,"비염/잦은감기/축농증/중이염/아토피/천식/알레르기/식욕부진/성장부진/ADHA/틱/수면장애/아뇨,야제증/수면장애/수험생/산전산후/가족보양",신사역 1번 출구,아이디병원,02-547-0050,070-4698-7811,1900,1900,1900,1900,2100,1600,1800,1800,1000,1000,1000,1000,1000,1000,930,930,60,39,127.0241884,37.51767998,15:29.0
A1100183,서울특별시 금천구 시흥대로114길 5 (독산동),B,병원,G099,응급의료기관 이외,2,30분전 접수마감,"평생건강주치의를 지향하는 아침한의원입니다.  척추관절질환 교정치료, 약침 봉침치료, 자동차사고, 보약, 다이어트, 성장치료.  체계적이고 정확한 진단으로 건강 관리에 힘이 되어드리도록 늘 노력하겠습니다.","금천홈플러스, 독산119안전센터 인근",아카시아병원,02-852-0067,070-4698-7811,1800,1800,1800,1800,1800,1300,1700,1700,900,900,900,900,900,900,900,900,85,79,126.8985485,37.46808784,15:29.0
A1100701,"서울특별시 서초구 서초중앙로 148, 희성빌딩 5,6,9층 (서초동)",B,병원,G099,응급의료기관 이외,2,소아진료(협조가능한)/봉합/,"성탄절,석가탄신일,광복절휴무",교대역 6번 출구,염창환병원,1833-8849,02-2019-3333,1800,1800,1800,1800,1800,1700,1300,1400,1000,1000,1000,1000,1000,1000,900,900,66,5,127.0137779,37.4949993,55:09.0
A1100082,서울특별시 강동구 천호대로 1159 (길동),B,병원,G099,응급의료기관 이외,2,점심시간 12:30~14:00 08/15 광복절 휴무,"대장항문 질환 및 소화기 질환을 주로 진료하는 병원입니다. - 주 진료 항목 : 치질, 변비, 대장암, 위암, 탈장, 위/대장질환  - 주요 검사 : 대장내시경검사, 위내시경검사, 조기 대장/위암 내시경시술, CT검사, 초음파 검사 등 - 부설 : 종합검진센터 운영(국민건강보험 건강검진, 개인/직장 단체 검진, 채용검진 등)",길동사거리 길동역 3번출구 도보 5분,양병원,02-480-8000,070-4698-7811,1700,1700,1700,1700,1700,1230,1900,1400,800,800,800,800,800,800,1000,900,53,56,127.1401238,37.53406658,15:30.0
A1119698,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",B,병원,G099,응급의료기관 이외,2,점심시간 오후1시~2시,"치과 전과목 진료(교정, 임플란트 포함)",방학역 근처/,어울림병원,1899-1177,070-4698-7811,1800,1800,1800,1800,1800,1300,1500,2000,900,900,900,900,900,900,1000,930,73,53,126.9209617,37.51330489,15:30.0
A1121223,"서울특별시 강서구 공항대로 237, 에이스타워 마곡 3,4,5,6층 (마곡동)",B,병원,G099,응급의료기관 이외,2,수요일 정기 휴무,"여성형유방증, 하지정맥류, 다한증, 액취증, 가슴성형  흉부심혈관외과",압구정역 근처,에스앤유서울병원,02-333-5151,070-4698-7811,1800,1800,1800,1800,1800,1300,1600,1500,900,900,900,900,900,900,1000,930,78,3,126.8339125,37.55945269,15:30.0
A1100093,서울특별시 도봉구 도봉로 604 (창동),B,병원,G099,응급의료기관 이외,2,"산부인과,내과 (월요일~금요일) 09:00 ~ 19:00소아과,외과 (월요일~금요일) 09:00 ~ 18:00","도봉구 창동에 위치한 산부인과, 산후조리원, 내과, 외과, 소아과, 영상의학과, 종합검진센터, 내시경센터로 구성된 준 종합병원입니다.  365일 야간분만 가능한 병원입니다.",언주역 4번출구,에이치큐브병원,02-900-2000,070-4698-7811,1900,1900,1900,1900,1900,1400,1700,1900,900,900,900,900,900,900,1200,900,14,1,127.0410343,37.65831442,15:30.0
A1123506,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",B,병원,G099,응급의료기관 이외,2,소아청소년과: 수요일 오후 휴진,"성형외과, 피부과",중화역 2번 출구 장안중학교 앞,엔플러스병원,02-6235-7575,070-4698-7811,1730,1730,1730,1730,1730,1230,1230,1800,830,830,830,830,830,830,900,900,25,22,127.0725832,37.57546869,15:30.0
A1125102,"서울특별시 송파구 삼학사로 53, 태영빌딩 1~7층 (삼전동)",B,병원,G099,응급의료기관 이외,2,"목요일 오전에는 재활의학과 진료 없음,  목요일 오후에는 정형외과 진료 없음 (오전 11시 40분까지 접수시 원할한 진료 가능함 .)","미혼여성 진료생리통/생리불순/자궁내막증/다낭성 난소증후군 부인과 질환-자궁근종 / 난소 낭종/자궁경부암 검진 (국가 암 검진) 질염 치료/성병 치료/곤지름 수술/성기포진 임신 확인/기형아 검사 피임 상담-피임약,사야나,제이디스,임플라논,미레나 유방 초음파,갑상선 초음파 질성형-이쁜이 수술,소음순 축소술",가스충전소 맞은편/ 문래역 1번출구,엠에스병원,02-573-9573,070-4698-7811,1800,1800,1800,1800,1800,1300,1600,1600,900,900,900,900,900,900,1300,1300,55,85,127.096617,37.50201881,15:30.0
A1116714,"서울특별시 관악구 남부순환로 1909, 의현빌딩 지하1, 2층~7층층 (봉천동)",B,병원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,"발, 발목, 무릎, 어깨 상지 , 척추 특화 진료",수도권 지하철 2호선 서울대입구역 4번 출구 10M,연세건우병원,1644-4630,070-4698-7811,1800,1800,1800,1800,1800,1300,1900,1900,900,900,900,900,900,900,800,800,87,42,126.9515661,37.48103582,15:31.0
A1100139,서울특별시 은평구 서오릉로 37 (녹번동),B,병원,G099,응급의료기관 이외,2,"매월 둘째주, 넷째주 토요일 휴무 휴게시간 13:00-14:00 정기휴무(매주 일요일)","인공신장실 6:30-내과진료시간까지(일요일휴무), 초진환자는 의뢰서있으면 가능",6호선 역촌역 4번출구 현대아파트 맞은편/서부세무서 별관앞,연세노블병원,02-384-0009,070-4698-7811,1800,1800,1800,1800,1800,1300,1300,1300,900,900,900,900,900,900,900,900,34,59,126.9244526,37.60403991,15:31.0
A1100015,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",A,종합병원,G006,지역응급의료센터,1,점심시간 13:00~14:00,소아청소년과 진료시간: 09:00~22:00 (만 16세미만 내과적 질환),"한티역 6번 출구, 도곡중 옆",연세대학교의과대학강남세브란스병원,02-2019-3114,02-2019-3333,1730,1730,1730,1730,1730,1230,1600,1600,830,830,830,830,830,830,1000,1000,62,73,127.0463125,37.49280698,15:31.0
A1100007,서울특별시 서대문구 연세로 50-1 (신촌동),A,종합병원,G006,지역응급의료센터,1,점심시간 13:00~14:00,소아청소년과 진료시간: 09:00~22:00 (만 16세미만 내과적 질환),2호선 신촌역 1번출구 셔틀버스 이용 또는 3번 출구 10분 거리/중앙선 신촌역 2번 출구,연세대학교의과대학세브란스병원,02-2228-0114,02-2227-7777,1730,1730,1730,1730,1730,1230,1600,1600,830,830,830,830,830,830,1000,1000,37,22,126.9408277,37.56211711,15:31.0
A1107332,"서울특별시 동작구 성대로 43 (상도동, 우리빌딩)",B,병원,G099,응급의료기관 이외,2,"휴게시간 13:00-14:00(토요일 제외) 정기휴무(매주 목,일요일)","요양, 재활, 암 환자가 입원하여 치료 받는 병원으로 외래 환자는 받지 않고 있습니다.양해 바랍니다.",5호선 마포역 3번 출구 에벤에셀빌딩 4층,연세동작병원,02-3445-7575,02-2227-7777,1800,1800,1800,1800,1800,1300,1800,1800,900,900,900,900,900,900,900,900,69,60,126.9336619,37.49897519,15:31.0
A1121548,서울특별시 성동구 동일로 133 (성수동2가),B,병원,G099,응급의료기관 이외,2,"휴게시간 13:00-14:30(토,일요일 제외)/ 19:00-19:30(화,목요일만 해당)",목요일 예약진료/일반진료/피부미용,삼양동사거리 기업은행 대각선 건너편 2층/,연세바로척병원,1522-7586,02-2227-7777,2400,2400,2400,2400,2400,2400,2400,2400,900,900,900,900,900,900,900,900,47,99,127.0649106,37.54440228,15:31.0
A1100094,"서울특별시 동작구 사당로 300, 2?4층일부및3  층 (사당동, 이수자이)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00(토요일 제외) 정기휴무(매주 일요일),점심시간 12:30~13:30/토요일은 점심시간 없이 진료,강남구청역 3번출구 30M,연세바른병원,1544-8235,02-2227-7777,1800,1800,1800,1800,1800,1300,1600,1600,900,900,900,900,900,900,1000,1000,70,13,126.9802816,37.48437909,15:31.0
A1100124,"서울특별시 서초구 남부순환로 2205, 지하4층~지상6층 (방배동)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00~14:00(토요일 제외) 진료종료 30분 전 접수 마감,"미용성형, 피부관리 위주",사당역14번출구 교통공사 맞은편,연세사랑병원,02-2046-5201,02-2227-7777,1800,1800,1800,1800,1800,1400,1600,1700,900,900,900,900,900,900,900,1000,67,2,126.9937309,37.4740487,15:31.0
A1124137,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",B,병원,G099,응급의료기관 이외,2,"토요일은 둘째, 넷째주만 운영하니 이용에 착오없으시길 바랍니다","미용성형, 피부관리 위주",천왕역 천왕이펜하우스 4단지 앞 천왕센터프라자 3층,연세산돌병원,15330032,02-2227-7777,1800,1800,1800,1800,1800,1300,1600,1700,900,900,900,900,900,900,900,1000,21,73,127.0988769,37.59517215,15:31.0
A1100227,"서울특별시 송파구 백제고분로 283, 어깨동무빌딩 (석촌동)",B,병원,G099,응급의료기관 이외,2,"* 외래진료시간(월~금: 09:00~17:30, 토: 09:00~12:00)이후에는 신속(야간)진료실 운영 * 신속진료 02-6925-2129 * 담당자 연락처 010-7189-4462","수지접합센터,심뇌혈관센터,척추관절센터","석촌동 배명사거리, 2호선 잠실역 3번 출구",올림픽병원,02-1644-2119,02-2227-7777,2400,2400,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,0,56,13,127.097998,37.50274775,56:00.0
A1100067,서울특별시 성동구 무학로2길 8 (도선동),B,병원,G099,응급의료기관 이외,2,평일 휴게시간 13:00~14:00,"정형외과,신경외과,내과 진료 가능, 척추 ,관절 ,골절 , CT ,MRI 장비구비",상왕십리역 2번출구 인근,연세슬기병원,02-2281-0010,02-2227-7777,1800,1800,1800,1800,1800,1300,1300,1900,900,900,900,900,900,900,900,1000,47,7,127.030678,37.56427035,15:31.0
A1123781,"서울특별시 송파구 백제고분로 185, 2~9층 (잠실동)",B,병원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,토요일(13:00~14:00 점심시간),6호선 구산역 1번출구 근처/,연세우리병원,02-1533-1755,02-2227-7777,1800,1800,1800,1800,1800,1300,1700,1700,900,900,900,900,900,900,1300,1300,55,67,127.0873078,37.50481196,15:32.0
A1119962,"서울특별시 마포구 마포대로 25, 대농빌딩 2,3,5층 (마포동)",B,병원,G099,응급의료기관 이외,2,토요일 진료 전화문의,항문(전문)/하지정맥/갑상선/유방/화상/탈장,마포역 1번 출구,연세한강병원,02-1644-3099,02-2227-7777,1800,1800,1800,1800,1800,1300,1700,1700,900,900,900,900,900,900,1000,1000,41,67,126.9448338,37.53937407,15:32.0
A1107352,"서울특별시 관악구 은천로 51 (봉천동, 2,3,4,5,6층)",B,병원,G099,응급의료기관 이외,2,"일요일 , 공휴일 휴무 입니다",장애복지카드 소지자에 한에 진료/ 일반인진료X/ 할인혜택 서울시거주자만/,신논현역 2번출구에서 논현역 방향,서울퍼스트병원,02-882-6900,02-2276-7000,1800,1800,1800,1800,1800,1300,1400,1400,900,900,900,900,900,900,930,930,87,16,126.9412002,37.48628516,15:26.0
A1122772,"서울특별시 송파구 오금로 296, 재정빌딩 지하1층~지상5층 (가락동)",B,병원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,"성탄절,석가탄신일,광복절휴무",발산역 2번 출구,염창환병원,02-1833-8849,02-2227-7777,1800,1800,1800,1800,1800,1700,1400,1700,1000,1000,1000,1000,1000,1000,900,1000,57,0,127.1253766,37.50350322,15:33.0
A1100119,서울특별시 동대문구 한천로 4 (장안동),B,병원,G099,응급의료기관 이외,2,"평일, 공휴일 야간 24시간 진료","내과,정형외과,영상의학과,성형외과 진료 가능 수지접합수술, 관절수술, 외상수술 가능",5호선 장한평역 1번 출구에서 도시철도공사 사거리 방향,영동병원,02-469-0019,02-2227-7777,1800,1800,1800,1800,1800,1300,2400,1400,900,900,900,900,900,900,0,930,26,33,127.0585537,37.56324493,15:33.0
A1100098,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 (구로동)",B,병원,G099,응급의료기관 이외,2,"정기휴무(매주 목, 일요일)",일반보험진료O/화상진료X/소독처치O/봉합처치X,고대구로병원 정문 맞은편,예스병원,15771680,02-2227-7777,1800,1800,1800,1800,1800,1300,1700,1700,900,900,900,900,900,900,1100,1100,83,9,126.8834005,37.4916865,15:33.0
